year,tourney_name,spectators
2016,Fed Cup G2 RR: FIN vs LTU,158
2016,Fed Cup G2 PM: HON vs URU,156
2016,Fed Cup G2 RR: MAS vs PAK,154
2016,Fed Cup G1 RR: HUN vs BUL,150
2016,Fed Cup G2 RR: PAK vs KGZ,149
2016,Fed Cup G1 PPO: PAR vs ARG,145
2016,Fed Cup G1 PM: GEO vs BUL,145
2016,Fed Cup G1 REL: SWE vs TUR,144
2016,Fed Cup G1 RR: COL vs BOL,143
2016,Fed Cup G2 PM: POC vs INA,142
2016,Fed Cup G1 PM: POR vs CRO,141
2016,Fed Cup G2 PPO: PUR vs CHI,136
2016,Fed Cup G2 RR: EGY vs BIH,132
2016,Fed Cup G2 RR: SIN vs SRI,131
2016,Fed Cup G1 RR: EST vs ISR,130
2016,Fed Cup G1 PM: IND vs KAZ,127
2016,Fed Cup G1 RR: BEL vs LAT,116
2016,Fed Cup G2 RR: HKG vs IRI,102
2017,Hammamet $15K,114239
2017,Antalya $15K,99542
2017,Sharm El Sheikh $15K,84038
2017,Santa Margherita Di Pula $25K,49031
2017,Cairo $15K,32747
2017,Heraklion $15K,32278
2017,Hua Hin $15K,20773
2017,Istanbul $15K,17944
2017,Washington,13402
2017,Wimbledon,13332
2017,Indian Wells,13252
2017,Indian Wells Masters,13252
2017,Nonthaburi $15K,12577
2017,US Open,12475
2017,Miami Masters,12310
2017,Miami,12310
2017,Shymkent $15K,12050
2017,Mragowo $15K,12033
2017,Nanjing $15K,11321
2017,Roland Garros,11316
2017,Australian Open,11038
2017,Dubai,10768
2017,Targu Jiu $15K,10467
2017,Obidos $25K,10384
2017,Eastbourne,10242
2017,Stellenbosch $15K,10117
2017,Anning $15K,9845
2017,Colombo $15K,9570
2017,Sydney,8720
2017,Hua Hin $25K,8228
2017,Stuttgart,8058
2017,Rome,8057
2017,Rome Masters,8057
2017,Moscow $15K,7974
2017,Palmanova Mallorca $15K,7869
2017,Yeongwol $15K,7668
2017,Madrid Masters,7567
2017,Madrid,7567
2017,Bastad,7545
2017,Brisbane,7518
2017,Tokyo,7438
2017,Manacor Mallorca $15K,7435
2017,Minsk $15K,7367
2017,Hammamet 15K,7311
2017,Gstaad,7205
2017,Naples FL $25K,7135
2017,Bucharest $15K,7039
2017,Istanbul $25K,7038
2017,Canberra CH,6937
2017,Las Palmas de Gran Canaria $15K,6899
2017,Winston-Salem,6867
2017,Jounieh $15K,6851
2017,Antalya 15K,6828
2017,Canada Masters,6746
2017,Acapulco,6710
2017,Monte Carlo Masters,6649
2017,Solarino $15K,6647
2017,Shanghai Masters,6642
2017,Prague $15K,6601
2017,Campos Do Jordao $15K,6547
2017,Moscow,6466
2017,Taipei,6438
2017,Obidos $15K,6432
2017,Almaty $15K,6428
2017,Moscow $25K,6371
2017,Perth $25K,6338
2017,Lagos $25K,6334
2017,Stockholm $15K,6311
2017,Mornington $25K,6260
2017,Prokuplje $15K,6255
2017,Madrid $15K,6192
2017,Wirral $15K,6187
2017,Wuhan,6139
2017,Santiago CH,6108
2017,Doha,6068
2017,Gimcheon $15K,6054
2017,Toronto,6040
2017,Sumter SC $25K,5888
2017,Budapest,5765
2017,Buenos Aires $15K,5688
2017,St. Petersburg,5670
2017,Istanbul,5660
2017,Kofu $25K,5602
2017,Shenzhen,5580
2017,Villa del Dique $15K,5447
2017,Almaty CH,5298
2017,Auckland,4984
2017,Shenzhen CH,4776
2017,Amiens $15K,4751
2017,Cordenons CH,4711
2017,Luque 15K,4702
2017,Monzon $25K,4647
2017,Francavilla Al Mare CH,4603
2017,Aptos CH,4596
2017,Cincinnati,4546
2017,Cincinnati Masters,4546
2017,Contrexeville $100K,4530
2017,Paris Masters,4521
2017,Braunschweig CH,4518
2017,Geneva,4476
2017,Schoonhoven $15K,4462
2017,Landisville PA $25K,4448
2017,Benicarlo $15K,4444
2017,Munich,4432
2017,Auburn AL $25K,4395
2017,Croissy Beaubourg $60K,4395
2017,Aix En Provence CH,4384
2017,Cary CH,4380
2017,Charleston,4377
2017,Grado $25K,4371
2017,Hong Kong $15K,4346
2017,Prerov $15K,4319
2017,Karshi $25K,4310
2017,Nottingham,4290
2017,Sao Jose Dos Campos $15K,4288
2017,Taipei CH,4288
2017,San Luis Potosi CH,4284
2017,Guayaquil CH,4259
2017,Indian Harbour Beach FL $80K,4255
2017,Antwerp,4248
2017,Vienna $15K,4245
2017,Melilla $15K,4231
2017,Montpellier,4223
2017,Hua Hin,4217
2017,Essen $25K,4214
2017,Mouilleron-Le-Captif CH,4208
2017,Ortisei $15K,4185
2017,Liberec CH,4178
2017,Qingdao CH,4154
2017,Launceston $60K,4144
2017,Dunakeszi $60K,4142
2017,Marburg CH,4135
2017,Charleston SC $15K,4125
2017,Biel,4113
2017,Rabat,4090
2017,Quanzhou $60K,4084
2017,Gonesse $15K,4057
2017,Macon $15K,4055
2017,Varna $15K,4046
2017,Encarnacion $15K,4045
2017,Rotterdam,4044
2017,Luan $60K,4044
2017,Schio $15K,4023
2017,Buenos Aires,4001
2017,Rennes CH,3994
2017,Rotterdam $15K,3990
2017,Sevilla CH,3974
2017,Glasgow $15K,3963
2017,El Espinar Segovia $25K,3959
2017,Curitiba $25K,3959
2017,Ivano Frankivsk $15K,3944
2017,Rome  CH,3942
2017,Nurnberg,3941
2017,Goyang $25K,3940
2017,Eckental CH,3930
2017,Queen's Club,3930
2017,Calvia,3924
2017,Cairns $25K,3923
2017,Maribor $15K,3922
2017,Kobe CH,3905
2017,Karshi CH,3903
2017,Toowoomba $25K,3899
2017,Lima CH,3898
2017,Chiasso $25K,3894
2017,Curtea de Arges $15K,3869
2017,Brescia CH,3855
2017,Shanghai CH,3850
2017,Blois CH,3845
2017,Caslano $15K,3843
2017,Cairo 15K,3842
2017,Cherboug en Cotentin $25K,3838
2017,Tampico $100K,3834
2017,Pelham AL $25K,3813
2017,Tigre CH,3809
2017,Solapur $15K,3809
2017,Jablonec nad Nisou $15K,3805
2017,Suzhou CH,3804
2017,Linz,3798
2017,Stockton CH,3796
2017,Rio De Janeiro CH,3795
2017,Floridablanca CH,3794
2017,Stockholm,3794
2017,Liuzhou $60K,3793
2017,Sibiu CH,3786
2017,Midland MI $100K,3780
2017,Dalian,3780
2017,Incheon $25K,3780
2017,Getxo $25K,3771
2017,Ilkley $100K,3769
2017,Norman OK $25K,3767
2017,Quebec City,3765
2017,Bendigo $60K,3764
2017,Cali CH,3749
2017,Honolulu,3745
2017,Guayaquil $15K,3741
2017,Orlando FL $15K,3738
2017,Ho Chi Minh City CH,3737
2017,Sacramento CA $60K,3734
2017,Tampa FL $15K,3724
2017,Strasbourg,3715
2017,Caltanissetta CH,3714
2017,Sao Paulo $25K,3703
2017,Rancho Santa Fe CA $25K,3699
2017,Tashkent  CH,3698
2017,Taipei $15K,3688
2017,Barcelona,3686
2017,Tokyo $25K,3684
2017,Charlottesville VA $60K,3666
2017,Zhuhai $60K,3665
2017,Nonthaburi $25K,3655
2017,Stillwater OK $25K,3655
2017,Kaohsiung CH,3643
2017,Parnu $15K,3641
2017,Cordenons 15K,3632
2017,Tallahassee CH,3631
2017,Naiman $25K,3627
2017,Mildura $25K,3620
2017,Gatineau CH,3618
2017,Nishi Tama $15K,3615
2017,Newport,3611
2017,Suzhou $60K,3604
2017,Yokohama CH,3600
2017,San Francisco CH,3596
2017,Aschaffenburg $25K,3596
2017,Marseille,3589
2017,Manerbio CH,3586
2017,Baton Rouge LA $25K,3585
2017,Nanao $25K,3582
2017,Bratislava CH,3580
2017,Edgbaston $15K,3579
2017,Shrewsbury $25K,3577
2017,Bogota CH,3575
2017,Saint Brieuc CH,3569
2017,Cucuta $15K,3565
2017,Tempe CH,3560
2017,Zawada Near Opole $25K,3558
2017,Fergana $25K,3558
2017,Orlando FL $25K,3553
2017,RibaRoja de Turia $15K,3553
2017,Seoul,3550
2017,Ricany $15K,3547
2017,Wanfercee Baulet $15K,3547
2017,Meerbusch CH,3540
2017,Le Havre $15K,3540
2017,Horb $25K,3534
2017,Bagnatica $25K,3534
2017,Tel Aviv $15K,3529
2017,Dijon $15K,3513
2017,Wesley Chapel FL $25K,3513
2017,Montemor O Novo $15K,3500
2017,Milan CH,3497
2017,Marseille $100K,3491
2017,De Haan $15K,3467
2017,Knokke $15K,3467
2017,Oeiras $15K,3465
2017,Figueira Da Foz $25K,3453
2017,Panama City CH,3453
2017,Agadir $15K,3450
2017,Banja Luka CH,3442
2017,Fergana CH,3434
2017,Stockton CA $60K,3430
2017,Barcelona $60K,3424
2017,Mestre CH,3418
2017,Metz,3416
2017,Astana CH,3415
2017,Albuquerque NM $80K,3415
2017,Hamburg,3409
2017,Charleston SC $60K,3406
2017,Basel,3402
2017,Yokohama $25K,3401
2017,Torun $25K,3397
2017,Gwalior $15K,3395
2017,Kaltenkirchen $15K,3395
2017,Denain $25K,3395
2017,Gatineau $25K,3393
2017,Artvin $60K,3391
2017,Bradenton CH,3389
2017,Manchester $100K,3388
2017,Szekesfehervar $15K,3387
2017,Zhengzhou,3377
2017,Medellin CH,3374
2017,Cantanhede $15K,3366
2017,Fukuoka $60K,3360
2017,Zhangjiagang CH,3357
2017,Halle,3356
2017,Todi CH,3352
2017,Don Benito Badajoz $15K,3352
2017,Surbiton $100K,3348
2017,Bucharest,3343
2017,Dothan AL $60K,3342
2017,Beijing ,3336
2017,Beijing,3336
2017,Rio de Janeiro,3334
2017,Porto $15K,3323
2017,Hodmezovasarhely $25K,3322
2017,Santiago $25K,3321
2017,Valencia $25K,3319
2017,Hong Kong $25K,3317
2017,Banja Luka $15K,3315
2017,Hamamatsu $25K,3315
2017,Rome $25K,3308
2017,Cortina CH,3306
2017,Amstelveen $15K,3305
2017,Prostejov CH,3304
2017,Santo Domingo CH,3302
2017,Gimcheon CH,3293
2017,Jinan CH,3292
2017,Bergamo $15K,3287
2017,Oslo $15K,3279
2017,Imola $25K,3278
2017,Shenzhen $100K,3277
2017,Sofia $25K,3263
2017,Joue Les Tours $25K,3261
2017,Almaty $25K,3261
2017,Sant Cugat $25K,3259
2017,Izmir CH,3256
2017,Lubbock TX $25K,3256
2017,Versmold $60K,3249
2017,Recanati CH,3249
2017,Kitzbuhel,3245
2017,Hong Kong,3243
2017,Pune CH,3241
2017,Irapuato $25K,3240
2017,Gwangju CH,3239
2017,Indore $15K,3236
2017,Cagnes Sur Mer $100K,3232
2017,Winnipeg CH,3232
2017,La Bisbal $25K,3228
2017,Nottingham CH,3226
2017,Santiago $15K,3222
2017,Vinaros $15K,3222
2017,Victoria BC $15K,3218
2017,Castellon $15K,3218
2017,Hilton Head Island SC $15K,3213
2017,Heilbronn CH,3212
2017,Estoril,3212
2017,Ystad $25K,3207
2017,Istanbul CH,3206
2017,Tunis $60K,3205
2017,Tashkent,3205
2017,Sozopol $15K,3202
2017,Daytona Beach FL $25K,3200
2017,Warsaw $25K,3194
2017,Los Cabos,3191
2017,Woking $25K,3190
2017,Penrith $25K,3190
2017,Fort Worth TX $25K,3179
2017,Chiswick $25K,3177
2017,Wuhan $25K,3176
2017,Busan CH,3172
2017,Oldenzaal $15K,3171
2017,Qujing $25K,3165
2017,Ningbo CH,3164
2017,Badenweiler $15K,3151
2017,Jackson MS $25K,3148
2017,Gyor $15K,3147
2017,Hong Kong 15K,3146
2017,Birmingham,3142
2017,Balatonboglar $25K,3140
2017,Perugia CH,3138
2017,Clermont Ferrand $25K,3131
2017,Monterrey,3128
2017,Charlottesville CH,3127
2017,Scheveningen CH,3123
2017,Saint Malo $60K,3120
2017,Ismaning CH,3120
2017,Knoxville CH,3119
2017,Vancouver BC $100K,3115
2017,Lund $25K,3115
2017,Padova $25K,3105
2017,Ilkley CH,3105
2017,Makinohara $25K,3104
2017,Bucha $15K,3104
2017,Kashiwa $25K,3103
2017,Poznan CH,3100
2017,Vancouver CH,3100
2017,Delray Beach,3087
2017,Tarvisio $15K,3086
2017,Petange $15K,3084
2017,Templeton CA $60K,3084
2017,Budapest CH,3080
2017,Akko $15K,3077
2017,Leipzig $25K,3076
2017,Lyon,3075
2017,Toyota $60K,3071
2017,Granby CH,3066
2017,Sezze $15K,3064
2017,Brescia $60K,3057
2017,Milovice $15K,3054
2017,Alphen Aan Den Rijn CH,3053
2017,Tampere $15K,3052
2017,Sunderland $15K,3046
2017,Yuxi $25K,3045
2017,Dublin $15K,3043
2017,Dunakeszi $25K,3043
2017,Saint Martin Guadeloupe $15K,3042
2017,Bastad CH,3039
2017,Montpellier $25K,3038
2017,Navi Mumbai 25K,3033
2017,Campinas $15K,3029
2017,Montreux $25K,3028
2017,Macon GA $80K,3016
2017,Las Vegas NV $60K,3015
2017,Nis $15K,3012
2017,Launceston CH,3012
2017,Ortisei CH,3012
2017,Mamaia $25K,3011
2017,Hodmezovasarhely $60K,3005
2017,Arad $15K,3003
2017,Barletta CH,2997
2017,Happy Valley CH,2995
2017,Dakar $25K,2973
2017,Guangzhou,2973
2017,Redding CA $25K,2970
2017,Dallas CH,2958
2017,Bastad $25K,2958
2017,Clare $25K,2956
2017,Guiyang $25K,2955
2017,Lahaina CH,2953
2017,Tokyo ,2952
2017,Buenos Aires CH,2950
2017,Trieste $15K,2948
2017,Saguenay $60K,2946
2017,Seville $25K,2946
2017,Prague $80K,2943
2017,Toronto $60K,2941
2017,Guadalajara CH,2938
2017,Sion $15K,2934
2017,Rome CH,2932
2017,Santa Margherita Di Pula $15K,2927
2017,Pune $25K,2926
2017,Changwon $25K,2910
2017,Toyota CH,2909
2017,Karuizawa $25K,2907
2017,Poitiers $100K,2894
2017,Hechingen $60K,2892
2017,Middelkerke $15K,2892
2017,Noumea CH,2888
2017,Caserta $25K,2884
2017,Las Vegas CH,2882
2017,Guimaraes $15K,2877
2017,Gifu $80K,2875
2017,Brisbane $25K,2873
2017,Sofia,2872
2017,Fort de France Martinique $15K,2864
2017,Drummondville CH,2863
2017,Lisbon CH,2861
2017,Marrakech,2856
2017,Campinas CH,2849
2017,Stanford,2847
2017,Casablanca $15K,2836
2017,Winnipeg $25K,2834
2017,Bangkok  CH,2829
2017,Tianjin $25K,2818
2017,San Benedetto Del Tronto CH,2815
2017,Lambare $15K,2815
2017,Koblenz CH,2806
2017,Binghamton CH,2802
2017,Quito,2801
2017,Atlanta,2801
2017,Vicenza CH,2798
2017,Asuncion $15K,2796
2017,Trnava $100K,2794
2017,Leon CH,2792
2017,Limoges,2790
2017,Bordeaux CH,2790
2017,Ostrava CH,2785
2017,Irving CH,2780
2017,Herzlia $15K,2775
2017,s Hertogenbosch,2773
2017,'s Hertogenbosch,2773
2017,Szczecin CH,2772
2017,Saint Petersburg $100K,2771
2017,Kiev $15K,2763
2017,Lenzerheide $25K,2760
2017,Burnie $60K,2751
2017,Telavi $15K,2749
2017,Anning CH,2748
2017,Brussels $15K,2748
2017,Helsinki $15K,2748
2017,Shenzhen $60K,2747
2017,Baja $25K,2745
2017,Aurangabad $15K,2744
2017,Orleans CH,2741
2017,Hobart,2740
2017,Mumbai,2738
2017,Kyoto $15K,2734
2017,Manta $15K,2734
2017,Lexington KY $60K,2729
2017,Nantes $25K,2726
2017,Sassuolo $15K,2725
2017,Surprise AZ $25K,2720
2017,Cuneo $15K,2716
2017,Lisbon $15K,2708
2017,Surbiton CH,2708
2017,Tampere CH,2704
2017,La Marsa $25K,2703
2017,Tucepi $15K,2693
2017,Graz $15K,2693
2017,Tsukuba $25K,2684
2017,Poprad-Tatry CH,2682
2017,Champaign CH,2682
2017,Vrnjacka Banja $15K,2679
2017,Wroclaw CH,2673
2017,Luxembourg,2670
2017,Koksijde $25K,2667
2017,Khimki $25K,2666
2017,Altenkirchen $25K,2665
2017,Houston,2664
2017,Namangan $25K,2664
2017,Cherbourg CH,2664
2017,Saint Gaudens $60K,2663
2017,Kyoto CH,2661
2017,Lyon CH,2658
2017,Bursa $60K,2654
2017,Biella CH,2650
2017,Rome $60K,2648
2017,Chengdu CH,2645
2017,Bol,2645
2017,Sangju $15K,2637
2017,Stuttgart Stammheim $15K,2631
2017,Kurume $60K,2626
2017,Batumi $25K,2626
2017,Cuernavaca CH,2624
2017,Evansville IN $15K,2623
2017,Torino $25K,2619
2017,Bangkok CH,2607
2017,Nules $25K,2598
2017,Alkmaar $15K,2597
2017,Hua Hin CH,2596
2017,Beni Mellal $15K,2596
2017,Montevideo CH,2594
2017,Andria CH,2588
2017,Memphis,2584
2017,Chengdu,2581
2017,Burnie CH,2580
2017,Amarante $15K,2578
2017,Umag,2577
2017,Quimper CH,2571
2017,Santa Cruz 15K,2570
2017,Traralgon CH,2565
2017,Chennai,2564
2017,Lleida $25K,2557
2017,Tokyo $100K,2556
2017,Stare Splavy $25K,2554
2017,Perigueux $25K,2553
2017,Andrezieux Boutheon $60K,2553
2017,Lexington CH,2549
2017,Bergamo CH,2531
2017,Florence SC $25K,2524
2017,Bangalore CH,2519
2017,Nanchang,2511
2017,Fairfield CH,2502
2017,Tyler TX $80K,2496
2017,Monterrey CH,2494
2017,Grenoble $25K,2483
2017,Budapest $100K,2483
2017,Catanduva $15K,2482
2017,Braunschweig $25K,2446
2017,Izmir $60K,2444
2017,Brest CH,2443
2017,Darmstadt $25K,2442
2017,Shymkent CH,2437
2017,Quanzhou CH,2422
2017,Prague,2419
2017,Podgorica $25K,2388
2017,Columbus CH,2375
2017,Anning $100K,2360
2017,Focsani $15K,2346
2017,Portoroz CH,2343
2017,Savitaipale $15K,2338
2017,Seoul CH,2338
2017,Stuttgart Vaihingen $25K,2333
2017,Santarem $15K,2332
2017,Tianjin,2323
2017,Sao Paulo,2292
2017,Pereira $15K,2287
2017,Olomouc $80K,2272
2017,Sophia Antipolis CH,2252
2017,Wiesbaden $25K,2248
2017,Istanbul $60K,2248
2017,Les Contamines Montjoie $15K,2237
2017,Pune 25K,2228
2017,Andijan $25K,2206
2017,Middelburg $25K,2201
2017,Bethany Beach DE $25K,2190
2017,Waco TX $80K,2181
2017,Vienna,2178
2017,Bogota,2170
2017,Quito CH,2154
2017,TeldeLP De Gran Canaria $15K,2147
2017,Brno $15K,2131
2017,Genova CH,2121
2017,Dubai 100K,2094
2017,Benavides $15K,2057
2017,Kuala Lumpur,2046
2017,Como CH,2008
2017,Segovia CH,2004
2017,Petit Bourg Guadeloupe $15K,2002
2017,Canberra $60K,2000
2017,Antalya,1960
2017,Astana $100K,1936
2017,Granby $60K,1909
2017,Prague CH,1900
2017,Nanning $25K,1837
2017,Southsea 16 Main Draw Friday Final No Qualifying $10000K,1757
2017,Samarkand CH,1754
2017,New Haven,1718
2017,Bad Saulgau $25K,1709
2017,Biarritz $80K,1706
2017,Tiburon CH,1667
2017,Trnava $15K,1662
2017,Savannah CH,1639
2017,Zhuhai,1608
2017,Winnetka CH,1601
2017,Singapore,1063
2017,Tour Finals,715
2017,Zhuhai CH,678
2017,Davis Cup G1 R1: PER vs ECU,562
2017,Davis Cup WG PO: CZE vs NED,559
2017,Davis Cup G1 R1: TPE vs CHN,551
2017,Fed Cup WG F: USA vs BLR,541
2017,Davis Cup G1 R1: DOM vs CHI,538
2017,Davis Cup G2 R3: DEN vs RSA,520
2017,Davis Cup WG PO: JPN vs BRA,510
2017,Davis Cup G1 R2: NED vs BIH,504
2017,Davis Cup WG PO: CRO vs COL,501
2017,Davis Cup G2 R1: PAK vs IRI,497
2017,Davis Cup G1 R1: ROU vs BLR,496
2017,Davis Cup WG R1: ESP vs CRO,493
2017,Davis Cup WG QF: ITA vs BEL,483
2017,Davis Cup G1 R2: KAZ vs CHN,483
2017,Davis Cup G2 R2: SWE vs TUR,482
2017,Davis Cup G1 R1: NZL vs IND,466
2017,Davis Cup G1 R2: BLR vs AUT,460
2017,Davis Cup G2 R1: BOL vs ESA,456
2017,Fed Cup WG2 R1: ROU vs BEL,453
2017,Davis Cup WG PO: RUS vs HUN,451
2017,Davis Cup WG SF: FRA vs SRB,448
2017,Fed Cup WG R1: GER vs UKR,447
2017,Davis Cup G1 R2: CHI vs COL,446
2017,Davis Cup G2 R3: BAR vs VEN,444
2017,Davis Cup G1 R2: BRA vs ECU,443
2017,Davis Cup G2 R2: LTU vs GEO,440
2017,Davis Cup G2 R1: TUR vs CYP,439
2017,Davis Cup G1 R2: UZB vs IND,437
2017,Davis Cup G2 R3: PAK vs THA,435
2017,Davis Cup G2 R2: PHI vs THA,427
2017,Davis Cup WG QF: AUS vs USA,422
2017,Fed Cup WG2 R1: ROU vs GBR,421
2017,Davis Cup WG PO: ARG vs KAZ,419
2017,Davis Cup G1 R2: POR vs UKR,419
2017,Davis Cup WG R1: CAN vs GBR,417
2017,Davis Cup WG QF: SRB vs ESP,416
2017,Fed Cup WG2 R1: ITA vs TPE,415
2017,Davis Cup WG F: BEL vs FRA,410
2017,Davis Cup WG R1: JPN vs FRA,410
2017,Fed Cup WG R1: BLR vs NED,408
2017,Davis Cup G2 R1: VIE vs HKG,407
2017,Fed Cup WG2 R1: AUS vs SRB,406
2017,Davis Cup WG SF: BEL vs AUS,406
2017,Davis Cup WG PO: SUI vs BLR,400
2017,Davis Cup WG R1: RUS vs SRB,398
2017,Davis Cup G2 R1: MAR vs DEN,395
2017,Davis Cup G1 R1: ISR vs POR,394
2017,Davis Cup G1 R2: SVK vs HUN,393
2017,Davis Cup G2 R1: EST vs RSA,393
2017,Fed Cup WG R1: NED vs SVK,388
2017,Davis Cup G2 R2: ESA vs VEN,383
2017,Davis Cup G2 R1: BAH vs VEN,380
2017,Davis Cup G2 R1: SWE vs TUN,378
2017,Fed Cup WG2 R1: UKR vs AUS,374
2017,Davis Cup G2 R3: SWE vs LTU,372
2017,Davis Cup WG R1: ARG vs ITA,370
2017,Davis Cup WG PO: GER vs POR,369
2017,Davis Cup G2 R2: BAR vs GUA,367
2017,Davis Cup G2 R1: NOR vs LAT,366
2017,Fed Cup WG SF: BLR vs SUI,365
2017,Fed Cup WG SF: CZE vs USA,365
2017,Davis Cup G2 R1: BAR vs PAR,363
2017,Davis Cup WG R1: SUI vs USA,359
2017,Davis Cup WG R1: CZE vs AUS,352
2017,Fed Cup WG R1: SUI vs FRA,352
2017,Fed Cup WG R1: CZE vs ESP,350
2017,Davis Cup G2 R1: LTU vs MAD,350
2017,Davis Cup WG QF: FRA vs GBR,347
2017,Davis Cup G2 R1: MON vs SLO,346
2017,Fed Cup WG2 R1: RUS vs TPE,337
2017,Davis Cup WG PO: CAN vs IND,335
2017,Davis Cup G2 R1: MEX vs GUA,334
2017,Davis Cup WG R1: BEL vs GER,326
2017,Davis Cup G2 R2: RSA vs SLO,321
2017,Fed Cup G2 RR: SWE vs SLO,320
2017,Davis Cup G2 R2: NOR vs DEN,319
2017,Fed Cup WG2 R1: SVK vs ITA,312
2017,Fed Cup WG R1: RUS vs BEL,310
2017,Fed Cup WG2 R1: CAN vs KAZ,307
2017,Davis Cup G1 R1: UZB vs KOR,305
2017,Fed Cup WG R1: FRA vs ESP,303
2017,Davis Cup G1 R1: POL vs BIH,296
2017,Fed Cup G2 RR: CRC vs PAN,295
2017,Fed Cup WG R1: GER vs USA,292
2017,Davis Cup G2 R1: FIN vs GEO,292
2017,Davis Cup G2 R1: INA vs PHI,291
2017,Fed Cup G1 RR: THA vs KOR,278
2017,Fed Cup G1 PPO: POL vs SRB,278
2017,Fed Cup G2 RR: SGP vs PAK,276
2017,Fed Cup G2 RR: DEN vs EGY,273
2017,Fed Cup G2 RR: ECU vs URU,273
2017,Fed Cup G1 RR: LAT vs POR,273
2017,Fed Cup G1 RR: GBR vs POR,271
2017,Fed Cup G2 RR: HKG vs POC,268
2017,Fed Cup G2 RR: KGZ vs TJK,267
2017,Fed Cup G1 RR: GBR vs TUR,266
2017,Fed Cup G2 RR: INA vs KGZ,262
2017,Fed Cup G1 RR: JPN vs PHI,257
2017,Fed Cup G2 PPO: ECU vs PUR,254
2017,Fed Cup G1 RR: SRB vs BUL,254
2017,Fed Cup G1 RR: HUN vs BIH,253
2017,Fed Cup G2 PPO: GUA vs PER,251
2017,Fed Cup G1 RR: IND vs PHI,245
2017,Fed Cup G1 RR: ARG vs COL,244
2017,Fed Cup G1 RR: JPN vs IND,243
2017,Fed Cup G1 REL: VEN vs MEX,243
2017,Fed Cup G2 RR: UZB vs TKM,243
2017,Fed Cup G1 RR: BOL vs VEN,243
2017,Fed Cup G2 PM: URU vs HON,242
2017,Fed Cup G1 RR: CRO vs BIH,236
2017,Fed Cup G1 RR: THA vs KAZ,234
2017,Fed Cup G1 RR: KAZ vs KOR,231
2017,Fed Cup G2 PM: TKM vs TJK,231
2017,Fed Cup G2 RR: UZB vs NZL,231
2017,Davis Cup G2 R1: KUW vs THA,231
2017,Fed Cup G1 RR: CHN vs PHI,230
2017,Fed Cup G1 RR: POL vs GEO,229
2017,Fed Cup G2 RR: INA vs SRI,227
2017,Fed Cup G2 RR: RSA vs SLO,226
2017,Fed Cup G2 PM: UZB vs HKG,226
2017,Fed Cup G1 PPO: CAN vs CHI,225
2017,Fed Cup G1 RR: ARG vs BRA,225
2017,Fed Cup G1 RR: CHN vs IND,225
2017,Fed Cup G2 RR: POC vs IRI,225
2017,Fed Cup G1 REL: BOL vs BRA,224
2017,Fed Cup G2 RR: URU vs CUB,223
2017,Fed Cup G2 RR: HKG vs IRI,223
2017,Fed Cup G2 REL: NOR vs LTU,222
2017,Fed Cup G1 RR: TUR vs LAT,222
2017,Fed Cup G1 RR: SRB vs ISR,222
2017,Fed Cup G2 PM: BAR vs BAH,219
2017,Fed Cup G1 RR: CAN vs PAR,218
2017,Fed Cup G1 RR: POL vs AUT,218
2017,Fed Cup G2 PM: IRI vs PAK,215
2017,Fed Cup G2 RR: ECU vs CUB,214
2017,Fed Cup G2 RR: CRC vs BAH,214
2017,Fed Cup G1 RR: GBR vs LAT,214
2017,Fed Cup G1 RR: BRA vs CHI,213
2017,Fed Cup G1 RR: PAR vs BOL,212
2017,Fed Cup G2 RR: GUA vs DOM,210
2017,Fed Cup G2 RR: MAS vs PAK,209
2017,Fed Cup G2 RR: LTU vs LUX,207
2017,Fed Cup G2 RR: BAH vs PAN,206
2017,Fed Cup G2 RR: TKM vs NZL,206
2017,Fed Cup G2 RR: PER vs BAH,205
2017,Fed Cup G1 RR: ISR vs EST,204
2017,Fed Cup G2 RR: GUA vs BAR,202
2017,Fed Cup G1 RR: ARG vs MEX,201
2017,Fed Cup G2 PM: HKG vs MAS,201
2017,Fed Cup G1 PM: HUN vs LAT,201
2017,Fed Cup G1 RR: CRO vs HUN,197
2017,Fed Cup G2 RR: DEN vs LUX,196
2017,Fed Cup G1 PPO: KAZ vs JPN,195
2017,Fed Cup G1 RR: BUL vs EST,194
2017,Fed Cup G1 RR: COL vs CHI,194
2017,Fed Cup G2 RR: DOM vs BAR,193
2017,Fed Cup G2 RR: PUR vs TTO,193
2017,Fed Cup G1 REL: GEO vs ISR,193
2017,Fed Cup G2 RR: DEN vs LTU,191
2017,Fed Cup G2 RR: TTO vs HON,191
2017,Fed Cup G1 RR: SRB vs EST,191
2017,Fed Cup G2 RR: PER vs CRC,190
2017,Fed Cup G1 RR: MEX vs CHI,189
2017,Fed Cup G1 RR: BRA vs COL,189
2017,Fed Cup G1 REL: THA vs PHI,187
2017,Fed Cup G1 RR: CAN vs VEN,187
2017,Fed Cup G2 RR: NOR vs SLO,187
2017,Fed Cup G2 REL: EGY vs RSA,185
2017,Fed Cup G1 RR: MEX vs COL,183
2017,Fed Cup G2 PM: DOM vs CRC,182
2017,Fed Cup G1 RR: ARG vs CHI,181
2017,Fed Cup G2 RR: LTU vs EGY,179
2017,Fed Cup G1 RR: ISR vs BUL,177
2017,Fed Cup G2 RR: PER vs PAN,176
2017,Fed Cup G2 RR: SGP vs MAS,173
2017,Fed Cup G1 RR: CAN vs BOL,173
2017,Fed Cup G2 PM: UZB vs INA,173
