tourney_id,old_tourney_id,date_id,tourney_name,surface,draw_size,tourney_level,tourney_spectators,tourney_revenue
610,2017-W-WITF-NGR-01A-2017,20171009,Lagos $25K,Hard,32,25,3292,560774.71
611,2017-W-WITF-NGR-02A-2017,20171016,Lagos $25K,Hard,32,25,3042,561049.66
612,2017-W-WITF-NOR-01A-2017,20171113,Oslo $15K,Hard,32,15,3279,736432.94
613,2017-W-WITF-PAR-01A-2017,20171030,Asuncion $15K,Clay,32,15,2796,567569.73
614,2017-W-WITF-PAR-01B-2017,20171023,Lambare $15K,Clay,32,15,2815,619161.63
615,2017-W-WITF-PAR-02A-2017,20171106,Encarnacion $15K,Clay,32,15,4045,991864.41
616,2017-W-WITF-POL-01A-2017,20170619,Warsaw $25K,Clay,32,25,3194,743642.7
617,2017-W-WITF-POL-02A-2017,20170626,Torun $25K,Clay,32,25,3397,801348.27
618,2017-W-WITF-POL-03A-2017,20170807,Mragowo $15K,Clay,32,15,2888,666357.44
619,2017-W-WITF-POL-04A-2017,20170814,Mragowo $15K,Clay,32,15,3107,530230.3
620,2017-W-WITF-POL-05A-2017,20170821,Mragowo $15K,Clay,32,15,3468,708885.3
621,2017-W-WITF-POL-06A-2017,20170828,Mragowo $15K,Clay,32,15,2570,467254.97
622,2017-W-WITF-POL-07A-2017,20171113,Zawada Near Opole $25K,Carpet,32,25,3558,680931.64
623,2017-W-WITF-POR-01A-2017,20170320,Obidos $15K,Carpet,32,15,3158,601033.14
624,2017-W-WITF-POR-02A-2017,20170327,Obidos $15K,Carpet,32,15,3274,699680.79
625,2017-W-WITF-POR-03A-2017,20170515,Oeiras $15K,Clay,32,15,3465,727812.6
626,2017-W-WITF-POR-04A-2017,20170522,Santarem $15K,Hard,32,15,2332,524238.76
627,2017-W-WITF-POR-05A-2017,20170529,Montemor O Novo $15K,Hard,32,15,3500,596540.88
628,2017-W-WITF-POR-06A-2017,20170605,Figueira Da Foz $25K,Hard,32,25,3453,588810.15
629,2017-W-WITF-POR-07A-2017,20170612,Guimaraes $15K,Hard,32,15,2877,744913.95
630,2017-W-WITF-POR-08A-2017,20170703,Amarante $15K,Hard,32,15,2578,538811.26
631,2017-W-WITF-POR-09A-2017,20170710,Cantanhede $15K,Carpet,32,15,3366,615169.16
632,2017-W-WITF-POR-11A-2017,20170731,Porto $15K,Clay,32,15,3323,564166.84
633,2017-W-WITF-POR-12A-2017,20171009,Obidos $25K,Carpet,32,25,3339,653858.22
634,2017-W-WITF-POR-13A-2017,20171016,Obidos $25K,Carpet,32,25,3665,727259.38
635,2017-W-WITF-POR-14A-2017,20171023,Obidos $25K,Carpet,32,25,3380,761264.29
636,2017-W-WITF-POR-15A-2017,20171002,Lisbon $15K,Hard,32,15,2708,494032.12
637,2017-W-WITF-ROU-01A-2017,20170612,Curtea de Arges $15K,Clay,32,15,3869,923132.68
638,2017-W-WITF-ROU-02A-2017,20170626,Bucharest $15K,Clay,32,15,4231,918424.29
639,2017-W-WITF-ROU-03A-2017,20170703,Focsani $15K,Clay,32,15,2346,416425.64
640,2017-W-WITF-ROU-05A-2017,20170717,Targu Jiu $15K,Clay,32,15,4008,673573.73
641,2017-W-WITF-ROU-06A-2017,20170724,Targu Jiu $15K,Clay,32,15,3897,546237.3
642,2017-W-WITF-ROU-07A-2017,20170731,Targu Jiu $15K,Clay,32,15,2562,606238.47
643,2017-W-WITF-ROU-08A-2017,20170807,Arad $15K,Clay,32,15,3003,647207.43
644,2017-W-WITF-ROU-09A-2017,20170821,Bucharest $15K,Clay,32,15,2808,632526.47
645,2017-W-WITF-ROU-10A-2017,20170828,Mamaia $25K,Clay,32,25,3011,604082.55
646,2017-W-WITF-RSA-01A-2017,20171120,Stellenbosch $15K,Hard,32,15,3867,809773.54
647,2017-W-WITF-RSA-02A-2017,20171127,Stellenbosch $15K,Hard,32,15,3083,719957.46
648,2017-W-WITF-RSA-03A-2017,20171204,Stellenbosch $15K,Hard,32,15,3167,419197.34
649,2017-W-WITF-RUS-01A-2017,20170220,Moscow $25K,Hard,32,25,2843,582022.91
650,2017-W-WITF-RUS-02A-2017,20170501,Khimki $25K,Hard,32,25,2666,570716.98
651,2017-W-WITF-RUS-03A-2017,20170710,Moscow $25K,Clay,32,25,3528,743454.32
652,2017-W-WITF-RUS-04A-2017,20170918,Saint Petersburg $100K,Hard,32,100,2771,671834.34
653,2017-W-WITF-RUS-05A-2017,20170807,Moscow $15K,Clay,32,15,3557,774199.13
654,2017-W-WITF-RUS-06A-2017,20170814,Moscow $15K,Clay,32,15,4417,1075548.69
655,2017-W-WITF-SEN-01A-2017,20171113,Dakar $25K,Hard,32,25,2973,635624.39
656,2017-W-WITF-SLO-01A-2017,20170612,Maribor $15K,Clay,32,15,3922,749884.44
657,2017-W-WITF-SRB-01A-2017,20170529,Nis $15K,Clay,32,15,3012,607793.55
658,2017-W-WITF-SRB-02A-2017,20170703,Prokuplje $15K,Clay,32,15,3520,898525.9
659,2017-W-WITF-SRB-03A-2017,20170710,Prokuplje $15K,Clay,32,15,2735,577595.28
660,2017-W-WITF-SRB-04A-2017,20170821,Vrnjacka Banja $15K,Clay,32,15,2679,417040.74
661,2017-W-WITF-SRI-01A-2017,20171002,Colombo $15K,Clay,32,15,3626,633697.41
662,2017-W-WITF-SRI-02A-2017,20171009,Colombo $15K,Clay,32,15,3178,524893.77
663,2017-W-WITF-SRI-03A-2017,20171016,Colombo $15K,Clay,32,15,2766,508858.73
664,2017-W-WITF-SUI-01A-2017,20170417,Chiasso $25K,Clay,32,25,3894,838690.27
665,2017-W-WITF-SUI-02A-2017,20170619,Lenzerheide $25K,Clay,32,25,2760,565863.33
666,2017-W-WITF-SUI-03A-2017,20170814,Montreux $25K,Clay,32,25,3028,482886.59
667,2017-W-WITF-SUI-04A-2017,20170821,Caslano $15K,Clay,32,15,3843,671322.87
668,2017-W-WITF-SUI-05A-2017,20170828,Sion $15K,Clay,32,15,2934,668892.51
669,2017-W-WITF-SVK-01A-2017,20170206,Trnava $15K,Hard,32,15,1662,350109.56
670,2017-W-WITF-SVK-02A-2017,20170515,Trnava $100K,Clay,32,100,2794,513579.9
671,2017-W-WITF-SWE-01A-2017,20170515,Bastad $25K,Clay,32,25,2958,616672.96
672,2017-W-WITF-SWE-02A-2017,20170619,Ystad $25K,Clay,32,25,3207,495258.78
673,2017-W-WITF-SWE-03A-2017,20170626,Lund $25K,Clay,32,25,3115,542900.2
674,2017-W-WITF-SWE-04A-2017,20171023,Stockholm $15K,Hard,32,15,3326,632954.72
675,2017-W-WITF-SWE-05A-2017,20171030,Stockholm $15K,Hard,32,15,2985,512699.52
676,2017-W-WITF-THA-01A-2017,20170424,Hua Hin $15K,Hard,32,15,2875,575922.9
677,2017-W-WITF-THA-02A-2017,20170501,Hua Hin $15K,Hard,32,15,3441,850819.81
678,2017-W-WITF-THA-03A-2017,20170508,Hua Hin $25K,Hard,32,25,3464,645465.26
679,2017-W-WITF-THA-04A-2017,20170710,Hua Hin $15K,Hard,32,15,3388,724953.91
680,2017-W-WITF-THA-05A-2017,20170717,Hua Hin $15K,Hard,32,15,4143,739125.29
681,2017-W-WITF-THA-06A-2017,20170724,Hua Hin $25K,Hard,32,25,1965,358128.23
682,2017-W-WITF-THA-07A-2017,20170911,Hua Hin $15K,Hard,32,15,3741,797546.03
683,2017-W-WITF-THA-08A-2017,20170918,Hua Hin $15K,Hard,32,15,3185,615334.24
684,2017-W-WITF-THA-09A-2017,20170925,Hua Hin $25K,Hard,32,25,2799,490393.91
685,2017-W-WITF-THA-10A-2017,20170731,Nonthaburi $15K,Hard,32,15,2778,571211.8
686,2017-W-WITF-THA-11A-2017,20170807,Nonthaburi $15K,Hard,32,15,4219,834029.0
687,2017-W-WITF-THA-12A-2017,20170814,Nonthaburi $25K,Hard,32,25,3655,708966.12
688,2017-W-WITF-THA-13A-2017,20171002,Nonthaburi $15K,Hard,32,15,2599,538896.97
689,2017-W-WITF-THA-14A-2017,20171009,Nonthaburi $15K,Hard,32,15,2981,674268.28
690,2017-W-WITF-TPE-01A-2017,20170619,Taipei $15K,Hard,32,15,3688,818200.96
691,2017-W-WITF-TUN-01A-2017,20170109,Hammamet $15K,Clay,29,15,1803,428433.18
692,2017-W-WITF-TUN-02A-2017,20170116,Hammamet $15K,Clay,32,15,2183,364376.47
693,2017-W-WITF-TUN-03A-2017,20170123,Hammamet $15K,Clay,32,15,3763,690740.65
694,2017-W-WITF-TUN-04A-2017,20170130,Hammamet $15K,Clay,32,15,4176,823411.08
695,2017-W-WITF-TUN-05A-2017,20170206,Hammamet $15K,Clay,32,15,4129,763141.72
696,2017-W-WITF-TUN-06A-2017,20170213,Hammamet $15K,Clay,32,15,3315,593528.22
697,2017-W-WITF-TUN-07A-2017,20170220,Hammamet $15K,Clay,32,15,2768,664712.51
698,2017-W-WITF-TUN-08A-2017,20170227,Hammamet $15K,Clay,32,15,3100,535049.52
699,2017-W-WITF-TUN-09A-2017,20170306,Hammamet $15K,Clay,32,15,3136,766476.62
700,2017-W-WITF-TUN-10A-2017,20170424,Tunis $60K,Clay,32,60,3205,533869.42
701,2017-W-WITF-TUN-11A-2017,20170313,Hammamet $15K,Clay,32,15,3392,572922.73
702,2017-W-WITF-TUN-12A-2017,20170320,Hammamet $15K,Clay,32,15,3266,560270.21
703,2017-W-WITF-TUN-13A-2017,20170327,Hammamet $15K,Clay,32,15,3938,801871.83
704,2017-W-WITF-TUN-14A-2017,20170403,Hammamet $15K,Clay,32,15,3555,775310.09
705,2017-W-WITF-TUN-15A-2017,20170410,Hammamet $15K,Clay,32,15,2886,537279.64
706,2017-W-WITF-TUN-16A-2017,20170417,Hammamet $15K,Clay,32,15,4250,885767.4
707,2017-W-WITF-TUN-17A-2017,20170508,Hammamet $15K,Clay,32,15,1486,340180.73
708,2017-W-WITF-TUN-18A-2017,20170501,La Marsa $25K,Clay,32,25,2703,538191.7
709,2017-W-WITF-TUN-19A-2017,20170515,Hammamet $15K,Clay,32,15,3216,685959.05
710,2017-W-WITF-TUN-20A-2017,20170522,Hammamet $15K,Clay,32,15,2443,502634.71
711,2017-W-WITF-TUN-21A-2017,20170529,Hammamet $15K,Clay,32,15,2727,501654.56
712,2017-W-WITF-TUN-22A-2017,20170605,Hammamet $15K,Clay,32,15,2530,591478.01
713,2017-W-WITF-TUN-23A-2017,20170612,Hammamet $15K,Clay,32,15,3417,832300.59
714,2017-W-WITF-TUN-24A-2017,20170619,Hammamet $15K,Clay,32,15,2997,663752.18
715,2017-W-WITF-TUN-25A-2017,20170904,Hammamet $15K,Clay,32,15,2761,574588.75
716,2017-W-WITF-TUN-26A-2017,20170911,Hammamet $15K,Clay,32,15,4022,507078.21
717,2017-W-WITF-TUN-27A-2017,20170918,Hammamet $15K,Clay,32,15,2715,483825.6
718,2017-W-WITF-TUN-28A-2017,20170925,Hammamet $15K,Clay,32,15,3150,487515.34
719,2017-W-WITF-TUN-29A-2017,20171002,Hammamet $15K,Clay,32,15,2503,525280.09
720,2017-W-WITF-TUN-30A-2017,20171009,Hammamet $15K,Clay,32,15,3138,732307.37
721,2017-W-WITF-TUN-31A-2017,20171016,Hammamet $15K,Clay,32,15,2913,647322.27
722,2017-W-WITF-TUN-32A-2017,20171023,Hammamet $15K,Clay,32,15,2977,607478.29
723,2017-W-WITF-TUN-33A-2017,20171030,Hammamet $15K,Clay,32,15,2799,480972.57
724,2017-W-WITF-TUN-34A-2017,20171106,Hammamet $15K,Clay,32,15,3407,798741.02
725,2017-W-WITF-TUN-35A-2017,20171113,Hammamet $15K,Clay,32,15,3629,704620.76
726,2017-W-WITF-TUN-36A-2017,20171120,Hammamet $15K,Clay,32,15,3031,584827.75
727,2017-W-WITF-TUN-37A-2017,20171127,Hammamet $15K,Clay,32,15,4822,987625.3
728,2017-W-WITF-TUN-38A-2017,20171204,Hammamet $15K,Clay,32,15,3896,926908.58
729,2017-W-WITF-TUR-01A-2017,20170109,Antalya $15K,Clay,32,15,2221,415065.77
730,2017-W-WITF-TUR-02A-2017,20170116,Antalya $15K,Clay,32,15,3579,927249.11
731,2017-W-WITF-TUR-03A-2017,20170123,Antalya $15K,Clay,32,15,1851,338673.42
732,2017-W-WITF-TUR-04A-2017,20170130,Antalya $15K,Clay,32,15,3053,732217.11
733,2017-W-WITF-TUR-05A-2017,20170206,Antalya $15K,Clay,32,15,3903,521494.43
734,2017-W-WITF-TUR-06A-2017,20170213,Antalya $15K,Clay,32,15,3204,681698.56
735,2017-W-WITF-TUR-07A-2017,20170220,Antalya $15K,Clay,32,15,2856,579516.49
736,2017-W-WITF-TUR-08A-2017,20170227,Antalya $15K,Clay,32,15,3464,571368.44
737,2017-W-WITF-TUR-09A-2017,20170306,Antalya $15K,Clay,32,15,3275,712410.8
738,2017-W-WITF-TUR-10A-2017,20170313,Antalya $15K,Clay,32,15,2090,377497.84
739,2017-W-WITF-TUR-11A-2017,20170320,Antalya $15K,Clay,32,15,3146,585615.53
740,2017-W-WITF-TUR-12A-2017,20170327,Istanbul $15K,Hard,32,15,4317,1084299.25
741,2017-W-WITF-TUR-13A-2017,20170403,Istanbul $25K,Hard,32,25,3437,698861.34
742,2017-W-WITF-TUR-14A-2017,20170410,Istanbul $60K,Hard,32,60,2248,446081.27
743,2017-W-WITF-TUR-15A-2017,20170417,Antalya $15K,Clay,32,15,3414,604260.8
744,2017-W-WITF-TUR-16A-2017,20170424,Antalya $15K,Clay,32,15,4727,1021341.27
745,2017-W-WITF-TUR-17A-2017,20170501,Antalya $15K,Clay,32,15,3721,850044.33
746,2017-W-WITF-TUR-18A-2017,20170508,Antalya $15K,Clay,32,15,3927,760690.25
747,2017-W-WITF-TUR-19A-2017,20170515,Antalya $15K,Clay,32,15,3262,634832.94
748,2017-W-WITF-TUR-20A-2017,20170522,Antalya $15K,Clay,32,15,2925,529649.3
749,2017-W-WITF-TUR-21A-2017,20170529,Antalya $15K,Clay,32,15,3083,623862.3
750,2017-W-WITF-TUR-22A-2017,20170619,Izmir $60K,Hard,32,60,2444,582005.72
751,2017-W-WITF-TUR-23A-2017,20170626,Istanbul $15K,Clay,32,15,3184,610097.1
752,2017-W-WITF-TUR-26A-2017,20170703,Istanbul $15K,Clay,32,15,2912,654255.07
753,2017-W-WITF-TUR-27A-2017,20170731,Istanbul $15K,Clay,32,15,3420,643281.64
754,2017-W-WITF-TUR-28A-2017,20170717,Bursa $60K,Clay,32,60,2654,505429.42
755,2017-W-WITF-TUR-28B-2017,20170807,Istanbul $15K,Clay,32,15,4111,892776.52
756,2017-W-WITF-TUR-29A-2017,20170828,Antalya $15K,Clay,32,15,3562,642583.44
757,2017-W-WITF-TUR-30A-2017,20170821,Artvin $60K,Hard,32,60,3391,697634.79
758,2017-W-WITF-TUR-30B-2017,20170904,Antalya $15K,Clay,32,15,3733,705959.31
759,2017-W-WITF-TUR-31A-2017,20170911,Antalya $15K,Clay,32,15,3533,732126.2
760,2017-W-WITF-TUR-32A-2017,20170918,Antalya $15K,Clay,32,15,2946,686580.51
761,2017-W-WITF-TUR-33A-2017,20170925,Antalya $15K,Clay,32,15,2744,447756.85
762,2017-W-WITF-TUR-34A-2017,20171002,Antalya $15K,Clay,32,15,2202,471821.27
763,2017-W-WITF-TUR-35A-2017,20171009,Antalya $15K,Clay,32,15,2642,458299.09
764,2017-W-WITF-TUR-36A-2017,20171016,Antalya $15K,Clay,32,15,3201,589862.73
765,2017-W-WITF-TUR-37A-2017,20171023,Istanbul $25K,Hard,32,25,3601,606259.48
766,2017-W-WITF-TUR-38A-2017,20171030,Antalya $15K,Clay,32,15,3195,744533.09
767,2017-W-WITF-TUR-39A-2017,20171106,Antalya $15K,Clay,32,15,3393,878952.09
768,2017-W-WITF-TUR-40A-2017,20171113,Antalya $15K,Clay,32,15,3210,585295.14
769,2017-W-WITF-TUR-41A-2017,20171120,Antalya $15K,Clay,32,15,2201,443988.12
770,2017-W-WITF-TUR-42A-2017,20171127,Antalya $15K,Clay,32,15,2909,571986.47
771,2017-W-WITF-TUR-43A-2017,20171204,Antalya $15K,Clay,32,15,2370,407461.21
772,2017-W-WITF-UKR-01A-2017,20170731,Ivano Frankivsk $15K,Clay,32,15,3944,698668.7
773,2017-W-WITF-UKR-02A-2017,20170918,Bucha $15K,Clay,32,15,3104,547960.53
774,2017-W-WITF-UKR-03A-2017,20170925,Kiev $15K,Clay,32,15,2763,476358.82
775,2017-W-WITF-USA-01A-2017,20170109,Daytona Beach FL $25K,Clay,32,25,3200,634935.47
776,2017-W-WITF-USA-02A-2017,20170116,Orlando FL $25K,Clay,32,25,3553,851448.06
777,2017-W-WITF-USA-03A-2017,20170123,Wesley Chapel FL $25K,Clay,32,25,3513,714974.82
778,2017-W-WITF-USA-04A-2017,20170130,Midland MI $100K,Hard,32,100,3780,816190.41
779,2017-W-WITF-USA-05A-2017,20170213,Surprise AZ $25K,Hard,32,25,2720,555600.7
780,2017-W-WITF-USA-06A-2017,20170220,Rancho Santa Fe CA $25K,Hard,32,25,3699,541206.1
781,2017-W-WITF-USA-07A-2017,20170306,Orlando FL $15K,Clay,32,15,3738,911192.51
782,2017-W-WITF-USA-08A-2017,20170313,Tampa FL $15K,Clay,32,15,3724,677706.42
783,2017-W-WITF-USA-09A-2017,20170403,Jackson MS $25K,Clay,32,25,3148,503521.99
784,2017-W-WITF-USA-10A-2017,20170410,Indian Harbour Beach FL $80K,Clay,32,80,4255,604013.87
785,2017-W-WITF-USA-11A-2017,20170410,Pelham AL $25K,Clay,32,25,3813,861376.8
786,2017-W-WITF-USA-12A-2017,20170417,Dothan AL $60K,Clay,32,60,3342,647579.43
787,2017-W-WITF-USA-13A-2017,20170424,Charlottesville VA $60K,Clay,32,60,3666,906907.3
788,2017-W-WITF-USA-14A-2017,20170501,Charleston SC $60K,Clay,32,60,3406,853228.3
789,2017-W-WITF-USA-15A-2017,20170508,Naples FL $25K,Clay,32,25,2780,529345.24
790,2017-W-WITF-USA-16A-2017,20170515,Naples FL $25K,Clay,32,25,4355,1012331.8
791,2017-W-WITF-USA-17A-2017,20170605,Bethany Beach DE $25K,Clay,32,25,2190,452713.13
792,2017-W-WITF-USA-18A-2017,20170612,Sumter SC $25K,Hard,32,25,2435,506491.29
793,2017-W-WITF-USA-19A-2017,20170619,Baton Rouge LA $25K,Hard,32,25,3585,802692.76
794,2017-W-WITF-USA-20A-2017,20170626,Auburn AL $25K,Hard,32,25,4395,979880.52
795,2017-W-WITF-USA-22A-2017,20170717,Stockton CA $60K,Hard,32,60,3430,692723.99
796,2017-W-WITF-USA-23A-2017,20170731,Lexington KY $60K,Hard,32,60,2729,617862.72
797,2017-W-WITF-USA-24A-2017,20170731,Fort Worth TX $25K,Hard,32,25,3179,737653.37
798,2017-W-WITF-USA-25A-2017,20170807,Landisville PA $25K,Hard,32,25,4448,844571.15
799,2017-W-WITF-USA-26A-2017,20170724,Sacramento CA $60K,Hard,32,60,3734,608235.77
800,2017-W-WITF-USA-27A-2017,20170724,Evansville IN $15K,Hard,32,15,2623,515679.55
801,2017-W-WITF-USA-28A-2017,20170911,Redding CA $25K,Hard,32,25,2970,578383.16
802,2017-W-WITF-USA-29A-2017,20170911,Las Vegas NV $60K,Hard,32,60,3015,760632.91
803,2017-W-WITF-USA-30A-2017,20170918,Albuquerque NM $80K,Hard,32,80,3415,786801.18
804,2017-W-WITF-USA-31A-2017,20170918,Lubbock TX $25K,Hard,32,25,3256,718691.07
805,2017-W-WITF-USA-32A-2017,20170925,Templeton CA $60K,Hard,32,60,3084,442088.98
806,2017-W-WITF-USA-33A-2017,20170925,Stillwater OK $25K,Hard,32,25,3655,655728.73
807,2017-W-WITF-USA-34A-2017,20170925,Charleston SC $15K,Clay,32,15,4125,769566.58
808,2017-W-WITF-USA-35A-2017,20171002,Hilton Head Island SC $15K,Clay,32,15,3213,668082.94
809,2017-W-WITF-USA-36A-2017,20171009,Sumter SC $25K,Hard,32,25,3453,582326.18
810,2017-W-WITF-USA-37A-2017,20171016,Florence SC $25K,Hard,32,25,2524,503694.19
811,2017-W-WITF-USA-38A-2017,20171023,Macon GA $80K,Hard,32,80,3016,566245.14
812,2017-W-WITF-USA-39A-2017,20171030,Tyler TX $80K,Hard,32,80,2496,573204.57
813,2017-W-WITF-USA-40A-2017,20171106,Waco TX $80K,Hard,32,80,2181,510042.41
814,2017-W-WITF-USA-41A-2017,20171113,Norman OK $25K,Hard,32,25,3767,654266.77
815,2017-W-WITF-UZB-01A-2017,20170424,Karshi $25K,Hard,32,25,4310,510609.64
816,2017-W-WITF-UZB-02A-2017,20170529,Andijan $25K,Hard,32,25,2206,485873.25
817,2017-W-WITF-UZB-03A-2017,20170605,Namangan $25K,Hard,32,25,2664,580612.53
818,2017-W-WITF-UZB-04A-2017,20170619,Fergana $25K,Hard,32,25,3558,822145.14
819,2017-W-WITF-CZE-06A-2017,20170904,Prague $15K,Clay,31,15,2439,461952.14
820,2017-W-WITF-EGY-15A-2017,20170424,Cairo $15K,Clay,31,15,2516,552741.61
821,2017-W-WITF-ITA-06A-2017,20170410,Santa Margherita Di Pula $25K,Clay,31,25,3277,581032.2
822,2017-W-WITF-BOL-01A-2017,20171211,Santa Cruz 15K,Clay,32,15,2570,483833.79
823,2017-W-WITF-EGY-38A-2017,20171211,Cairo 15K,Clay,32,15,3842,922489.47
824,2017-W-WITF-HKG-05A-2017,20171225,Hong Kong 15K,Hard,32,15,3146,588553.05
825,2017-W-WITF-ITA-35A-2017,20171211,Cordenons 15K,Clay,32,15,3632,646575.47
826,2017-W-WITF-PAR-03A-2017,20171218,Luque 15K,Hard,32,15,4702,710141.16
827,2017-W-WITF-TUN-39A-2017,20171211,Hammamet 15K,Clay,32,15,3752,719692.29
828,2017-W-WITF-TUN-40A-2017,20171218,Hammamet 15K,Clay,32,15,3559,516354.66
829,2017-W-WITF-TUR-44A-2017,20171211,Antalya 15K,Clay,32,15,2343,540733.36
830,2017-W-WITF-TUR-46A-2017,20171218,Antalya 15K,Clay,32,15,4485,726355.12
831,2017-W-WITF-IND-05A-2017,20171211,Pune 25K,Hard,32,25,2228,411540.73
832,2017-W-WITF-IND-06A-2017,20171218,Navi Mumbai 25K,Hard,32,25,3033,488003.15
833,2017-W-WITF-UAE-01A-2017,20171211,Dubai 100K,Hard,32,100,2094,386898.16
834,2017-0300,20171016,Luxembourg,Hard,32,I,2670,535938.19
835,2017-0405,20170911,Tokyo ,Hard,32,I,2952,630156.65
836,2017-0406,20170522,Strasbourg,Clay,32,I,3715,572234.65
837,2017-0528,20171009,Linz,Hard,32,I,3798,730407.2
838,2017-0602,20170821,New Haven,Hard,32,P,1718,327231.92
839,2017-0656,20170911,Quebec City,Hard,32,I,3765,702034.11
840,2017-0703,20170731,Stanford,Hard,32,P,2847,499738.85
841,2017-0718,20170220,Dubai,Hard,64,P,7864,1435580.64
842,2017-0804,20170403,Charleston,Clay,64,P,4377,926105.03
843,2017-0806,20170807,Toronto,Hard,64,P,6040,1348250.39
844,2017-0825,20170925,Tashkent,Hard,32,I,3205,645386.98
845,2017-0894,20170410,Bogota,Clay,32,I,2170,416545.04
846,2017-1003,20170213,Doha,Hard,32,P,3392,729316.16
847,2017-1005,20170501,Rabat,Clay,32,I,4090,566201.29
848,2017-1023,20170918,Guangzhou,Hard,32,I,2973,711454.12
849,2017-1024,20170918,Seoul,Hard,32,I,3550,506969.91
850,2017-1027,20170424,Istanbul,Clay,32,I,2229,404665.25
851,2017-1039,20170403,Monterrey,Hard,32,I,3128,816543.0
852,2017-1041,20170227,Kuala Lumpur,Hard,32,I,2046,361614.44
853,2017-1048,20170724,Bastad,Clay,32,I,3451,671711.11
854,2017-1049,20170102,Auckland,Hard,32,I,2554,503075.16
855,2017-1050,20170109,Hobart,Hard,32,I,2740,507659.53
856,2017-1051,20170424,Stuttgart,Clay,32,P,3968,724272.97
857,2017-1052,20170619,Birmingham,Grass,32,P,3142,648457.01
858,2017-1056,20170918,Tokyo,Hard,32,P,3748,839890.59
859,2017-1063,20170102,Shenzhen,Hard,32,I,2507,462388.4
860,2017-1068,20170522,Nurnberg,Clay,32,I,3941,644322.27
861,2017-1074,20171009,Hong Kong,Hard,32,I,3243,724650.42
862,2017-1075,20170925,Wuhan,Hard,64,P,6139,1030704.06
863,2017-1076,20171009,Tianjin,Hard,32,I,2323,403962.46
864,2017-1077,20170724,Nanchang,Hard,32,I,2511,507914.22
865,2017-1079,20170717,Bucharest,Clay,32,I,3343,523273.2
866,2017-1080,20170612,Nottingham,Grass,32,I,4290,892795.08
867,2017-1082,20170501,Prague,Clay,32,I,2419,482264.44
868,2017-1086,20170130,St. Petersburg,Hard,32,P,2393,473260.59
869,2017-1090,20170605,Bol,Clay,32,I,2645,608437.56
870,2017-1091,20170619,Calvia,Grass,32,I,3924,1025930.57
871,2017-1094,20170717,Gstaad,Clay,32,I,4563,1083277.05
872,2017-1096,20170130,Taipei,Hard,32,I,2903,530971.76
873,2017-1097,20170220,Budapest,Hard,32,I,3527,619017.62
874,2017-1098,20170410,Biel,Hard,32,I,4113,810873.42
875,2017-1099,20170417,Zhengzhou,Hard,32,I,3377,671328.11
876,2017-520,20170529,Roland Garros,Clay,128,G,11316,3687544.74
877,2017-540,20170703,Wimbledon,Grass,128,G,13332,3749463.21
878,2017-560,20170828,US Open,Hard,128,G,12475,3038004.76
879,2017-580,20170116,Australian Open,Hard,128,G,11038,2876086.35
880,2017-M001,20170109,Sydney,Hard,32,I,4360,826195.71
881,2017-M001,20170109,Sydney,Hard,32,A,4360,826195.71
882,2017-M004,20170227,Acapulco,Hard,32,I,3355,735421.17
883,2017-M004,20170227,Acapulco,Hard,32,A,3355,735421.17
884,2017-M006,20170306,Indian Wells,Hard,128,PM,13252,1768596.6
885,2017-M006,20170306,Indian Wells Masters,Hard,128,M,13252,1768596.6
886,2017-M007,20170320,Miami,Hard,128,PM,12310,2004609.28
887,2017-M007,20170320,Miami Masters,Hard,128,M,12310,2004609.28
888,2017-M009,20170515,Rome,Clay,64,P,8057,1504593.3
889,2017-M009,20170515,Rome Masters,Clay,64,M,8057,1504593.3
890,2017-M010,20170612,'s Hertogenbosch,Grass,32,I,2773,563339.81
891,2017-M010,20170612,s Hertogenbosch,Grass,32,A,2773,563339.81
892,2017-M014,20171016,Moscow,Hard,32,I,3233,540924.13
893,2017-M014,20171016,Moscow,Hard,32,A,3233,540924.13
894,2017-M015,20171002,Beijing ,Hard,64,PM,3336,649999.95
895,2017-M015,20171002,Beijing,Hard,32,A,3336,649999.95
896,2017-M016,20170626,Eastbourne,Grass,64,P,5121,1145813.5
897,2017-M016,20170626,Eastbourne,Grass,32,A,5121,1145813.5
898,2017-M020,20170102,Brisbane,Hard,32,I,3759,811338.92
899,2017-M020,20170102,Brisbane,Hard,32,A,3759,811338.92
900,2017-M021,20170508,Madrid,Clay,64,PM,7567,1373876.33
901,2017-M021,20170508,Madrid Masters,Clay,64,M,7567,1373876.33
902,2017-M024,20170814,Cincinnati,Hard,64,P,4546,1146494.43
903,2017-M024,20170814,Cincinnati Masters,Hard,64,M,4546,1146494.43
904,2017-M035,20170731,Washington,Hard,32,I,6701,1397851.41
905,2017-M035,20170731,Washington,Hard,64,A,6701,1397851.41
906,2016-1059,20161114,Taipei,Hard,32,C,2242,492294.4
907,2016-1072,20161114,Limoges,Hard,32,C,4086,765239.36
908,2016-1083,20160905,Dalian,Hard,32,C,3026,692341.36
909,2016-1095,20161121,Honolulu,Hard,32,C,4108,922758.88
910,2016-W-C100-CHN-01A-2016,20160502,Anning $100K,Clay,32,100,4281,1041123.95
911,2016-W-C100-CHN-03A-2016,20161114,Shenzhen $100K,Hard,32,100,3325,615141.99
